F,FoS,Sy,d
3700,1,290,5
3700,1,275,5
3700,2,415,5
3700,2,360,6
3700,2,215,8
3700,2,290,6
3700,2,275,6
3700,3,415,6
3700,3,360,8
3700,3,215,10
3700,3,290,8
3700,3,275,8
3710,1,415,4
3710,1,360,4
3710,1,215,5
3710,1,290,5
3710,1,275,5
3710,2,415,5
3710,2,360,6
3710,2,215,8
3710,2,290,6
3710,2,275,6
3710,3,415,6
3710,3,360,8
3710,3,215,10
3710,3,290,8
3710,3,275,8
3720,1,415,4
3720,1,360,4
3720,1,215,5
3720,1,290,5
3720,1,275,5
3720,2,415,5
3720,2,360,6
3720,2,215,8
3720,2,290,6
3720,2,275,6
3720,3,415,6
3720,3,360,8
3720,3,215,10
3720,3,290,8
3720,3,275,8
3730,1,415,4
3730,1,360,4
3730,1,215,5
3730,1,290,5
3730,1,275,5
3730,2,415,5
3730,2,360,6
3730,2,215,8
3730,2,290,6
3730,2,275,6
3730,3,415,6
3730,3,360,8
3730,3,215,10
3730,3,290,8
3730,3,275,8
3740,1,415,4
3740,1,360,4
3740,1,215,5
3740,1,290,5
3740,1,275,5
3740,2,415,5
3740,2,360,6
3740,2,215,8
3740,2,290,6
3740,2,275,6
3740,3,415,6
3740,3,360,8
3740,3,215,10
3740,3,290,8
3740,3,275,8
3750,1,415,4
3750,1,360,4
3750,1,215,5
3750,1,290,5
3750,1,275,5
3750,2,415,5
3750,2,360,6
3750,2,215,8
3750,2,290,6
3750,2,275,6
3750,3,415,6
3750,3,360,8
3750,3,215,10
3750,3,290,8
3750,3,275,8
3760,1,415,4
3760,1,360,4
3760,1,215,5
3760,1,290,5
3760,1,275,5
3760,2,415,5
3760,2,360,6
3760,2,215,8
3760,2,290,6
3760,2,275,6
3760,3,415,6
3760,3,360,8
3760,3,215,10
3760,3,290,8
3760,3,275,8
3770,1,415,4
3770,1,360,4
3770,1,215,5
3770,1,290,5
3770,1,275,5
3770,2,415,5
3770,2,360,6
3770,2,215,8
3770,2,290,6
3770,2,275,6
3770,3,415,6
3770,3,360,8
3770,3,215,10
3770,3,290,8
3770,3,275,8
3780,1,415,4
3780,1,360,4
3780,1,215,5
3780,1,290,5
3780,1,275,5
3780,2,415,5
3780,2,360,6
3780,2,215,8
3780,2,290,6
3780,2,275,6
3780,3,415,6
3780,3,360,8
3780,3,215,10
3780,3,290,8
3780,3,275,8
3790,1,415,4
3790,1,360,4
3790,1,215,5
3790,1,290,5
3790,1,275,5
3790,2,415,5
3790,2,360,6
3790,2,215,8
3790,2,290,6
3790,2,275,6
3790,3,415,6
3790,3,360,8
3790,3,215,10
3790,3,290,8
3790,3,275,8
3800,1,415,4
3800,1,360,4
3800,1,215,5
3800,1,290,5
3800,1,275,5
3800,2,415,5
3800,2,360,6
3800,2,215,8
3800,2,290,6
3800,2,275,6
3800,3,415,6
3800,3,360,8
3800,3,215,10
3800,3,290,8
3800,3,275,8
3810,1,415,4
3810,1,360,4
3810,1,215,5
3810,1,290,5
3810,1,275,5
3810,2,415,5
3810,2,360,6
3810,2,215,8
3810,2,290,6
3810,2,275,6
3810,3,415,6
3810,3,360,8
3810,3,215,10
3810,3,290,8
3810,3,275,8
3820,1,415,4
3820,1,360,4
3820,1,215,5
3820,1,290,5
3820,1,275,5
3820,2,415,5
3820,2,360,6
3820,2,215,8
3820,2,290,6
3820,2,275,6
3820,3,415,6
3820,3,360,8
3820,3,215,10
3820,3,290,8
3820,3,275,8
3830,1,415,4
3830,1,360,4
3830,1,215,5
3830,1,290,5
3830,1,275,5
3830,2,415,5
3830,2,360,6
3830,2,215,8
3830,2,290,6
3830,2,275,6
3830,3,415,6
3830,3,360,8
3830,3,215,10
3830,3,290,8
3830,3,275,8
3840,1,415,4
3840,1,360,4
3840,1,215,5
3840,1,290,5
3840,1,275,5
3840,2,415,5
3840,2,360,6
3840,2,215,8
3840,2,290,6
3840,2,275,6
3840,3,415,6
3840,3,360,8
3840,3,215,10
3840,3,290,8
3840,3,275,8
3850,1,415,4
3850,1,360,4
3850,1,215,5
3850,1,290,5
3850,1,275,5
3850,2,415,5
3850,2,360,6
3850,2,215,8
3850,2,290,6
3850,2,275,6
3850,3,415,6
3850,3,360,8
3850,3,215,10
3850,3,290,8
3850,3,275,8
3860,1,415,4
3860,1,360,4
3860,1,215,5
3860,1,290,5
3860,1,275,5
3860,2,415,5
3860,2,360,6
3860,2,215,8
3860,2,290,6
3860,2,275,6
3860,3,415,6
3860,3,360,8
3860,3,215,10
3860,3,290,8
3860,3,275,8
3870,1,415,4
3870,1,360,4
3870,1,215,5
3870,1,290,5
3870,1,275,5
3870,2,415,5
3870,2,360,6
3870,2,215,8
3870,2,290,6
3870,2,275,6
3870,3,415,6
3870,3,360,8
3870,3,215,10
3870,3,290,8
3870,3,275,8
3880,1,415,4
3880,1,360,4
3880,1,215,5
3880,1,290,5
3880,1,275,5
3880,2,415,5
3880,2,360,6
3880,2,215,8
3880,2,290,6
3880,2,275,6
3880,3,415,6
3880,3,360,8
3880,3,215,10
3880,3,290,8
3880,3,275,8
3890,1,415,4
3890,1,360,4
3890,1,215,5
3890,1,290,5
3890,1,275,5
3890,2,415,5
3890,2,360,6
3890,2,215,8
3890,2,290,6
3890,2,275,8
3890,3,415,6
3890,3,360,8
3890,3,215,10
3890,3,290,8
3890,3,275,8
3900,1,415,4
3900,1,360,4
3900,1,215,5
3900,1,290,5
3900,1,275,5
3900,2,415,5
3900,2,360,6
3900,2,215,8
3900,2,290,6
3900,2,275,8
3900,3,415,6
3900,3,360,8
3900,3,215,10
3900,3,290,8
3900,3,275,8
3910,1,415,4
3910,1,360,4
3910,1,215,5
3910,1,290,5
3910,1,275,5
3910,2,415,5
3910,2,360,6
3910,2,215,8
3910,2,290,6
3910,2,275,8
3910,3,415,6
3910,3,360,8
3910,3,215,10
3910,3,290,8
3910,3,275,8
3920,1,415,4
3920,1,360,4
3920,1,215,5
3920,1,290,5
3920,1,275,5
3920,2,415,5
3920,2,360,6
3920,2,215,8
3920,2,290,6
3920,2,275,8
3920,3,415,8
3920,3,360,8
3920,3,215,10
3920,3,290,8
3920,3,275,8
3930,1,415,4
3930,1,360,4
3930,1,215,5
3930,1,290,5
3930,1,275,5
3930,2,415,5
3930,2,360,6
3930,2,215,8
3930,2,290,6
3930,2,275,8
3930,3,415,8
3930,3,360,8
3930,3,215,10
3930,3,290,8
3930,3,275,8
3940,1,415,4
3940,1,360,4
3940,1,215,5
3940,1,290,5
3940,1,275,5
3940,2,415,5
3940,2,360,6
3940,2,215,8
3940,2,290,6
3940,2,275,8
3940,3,415,8
3940,3,360,8
3940,3,215,10
3940,3,290,8
3940,3,275,8
3950,1,415,4
3950,1,360,4
3950,1,215,5
3950,1,290,5
3950,1,275,5
3950,2,415,5
3950,2,360,6
3950,2,215,8
3950,2,290,6
3950,2,275,8
3950,3,415,8
3950,3,360,8
3950,3,215,10
3950,3,290,8
3950,3,275,8
3960,1,415,4
3960,1,360,4
3960,1,215,5
3960,1,290,5
3960,1,275,5
3960,2,415,5
3960,2,360,6
3960,2,215,8
3960,2,290,6
3960,2,275,8
3960,3,415,8
3960,3,360,8
3960,3,215,10
3960,3,290,8
3960,3,275,8
3970,1,415,4
3970,1,360,4
3970,1,215,5
3970,1,290,5
3970,1,275,5
3970,2,415,5
3970,2,360,6
3970,2,215,8
3970,2,290,6
3970,2,275,8
3970,3,415,8
3970,3,360,8
3970,3,215,10
3970,3,290,8
3970,3,275,8
3980,1,415,4
3980,1,360,4
3980,1,215,5
3980,1,290,5
3980,1,275,5
3980,2,415,5
3980,2,360,6
3980,2,215,8
3980,2,290,6
3980,2,275,8
3980,3,415,8
3980,3,360,8
3980,3,215,10
3980,3,290,8
3980,3,275,8
3990,1,415,4
3990,1,360,4
3990,1,215,5
3990,1,290,5
3990,1,275,5
3990,2,415,5
3990,2,360,6
3990,2,215,8
3990,2,290,6
3990,2,275,8
3990,3,415,8
3990,3,360,8
3990,3,215,10
3990,3,290,8
3990,3,275,8
4000,1,415,4
4000,1,360,4
4000,1,215,5
4000,1,290,5
4000,1,275,5
4000,2,415,5
4000,2,360,6
4000,2,215,8
4000,2,290,6
4000,2,275,8
4000,3,415,8
4000,3,360,8
4000,3,215,10
4000,3,290,8
4000,3,275,8
4010,1,415,4
4010,1,360,4
4010,1,215,5
4010,1,290,5
4010,1,275,5
4010,2,415,5
4010,2,360,6
4010,2,215,8
4010,2,290,6
4010,2,275,8
4010,3,415,8
4010,3,360,8
4010,3,215,10
4010,3,290,8
4010,3,275,8
4020,1,415,4
4020,1,360,4
4020,1,215,5
4020,1,290,5
4020,1,275,5
4020,2,415,5
4020,2,360,6
4020,2,215,8
4020,2,290,6
4020,2,275,8
4020,3,415,8
4020,3,360,8
4020,3,215,10
4020,3,290,8
4020,3,275,8
4030,1,415,4
4030,1,360,4
4030,1,215,5
4030,1,290,5
4030,1,275,5
4030,2,415,5
4030,2,360,6
4030,2,215,8
4030,2,290,6
4030,2,275,8
4030,3,415,8
4030,3,360,8
4030,3,215,10
4030,3,290,8
4030,3,275,8
4040,1,415,4
4040,1,360,4
4040,1,215,5
4040,1,290,5
4040,1,275,5
4040,2,415,5
4040,2,360,6
4040,2,215,8
4040,2,290,6
4040,2,275,8
4040,3,415,8
4040,3,360,8
4040,3,215,10
4040,3,290,8
4040,3,275,8
4050,1,415,4
4050,1,360,4
4050,1,215,5
4050,1,290,5
4050,1,275,5
4050,2,415,5
4050,2,360,6
4050,2,215,8
4050,2,290,6
4050,2,275,8
4050,3,415,8
4050,3,360,8
4050,3,215,10
4050,3,290,8
4050,3,275,8
4060,1,415,4
4060,1,360,4
4060,1,215,5
4060,1,290,5
4060,1,275,5
4060,2,415,5
4060,2,360,6
4060,2,215,8
4060,2,290,6
4060,2,275,8
4060,3,415,8
4060,3,360,8
4060,3,215,10
4060,3,290,8
4060,3,275,8
4070,1,415,4
4070,1,360,4
4070,1,215,5
4070,1,290,5
4070,1,275,5
4070,2,415,5
4070,2,360,6
4070,2,215,8
4070,2,290,6
4070,2,275,8
4070,3,415,8
4070,3,360,8
4070,3,215,10
4070,3,290,8
4070,3,275,8
4080,1,415,4
4080,1,360,4
4080,1,215,5
4080,1,290,5
4080,1,275,5
4080,2,415,6
4080,2,360,6
4080,2,215,8
4080,2,290,6
4080,2,275,8
4080,3,415,8
4080,3,360,8
4080,3,215,10
4080,3,290,8
4080,3,275,8
4090,1,415,4
4090,1,360,4
4090,1,215,5
4090,1,290,5
4090,1,275,5
4090,2,415,6
4090,2,360,6
4090,2,215,8
4090,2,290,6
4090,2,275,8
4090,3,415,8
4090,3,360,8
4090,3,215,10
4090,3,290,8
4090,3,275,8
4100,1,415,4
4100,1,360,4
4100,1,215,5
4100,1,290,5
4100,1,275,5
4100,2,415,6
4100,2,360,6
4100,2,215,8
4100,2,290,8
4100,2,275,8
4100,3,415,8
4100,3,360,8
4100,3,215,10
4100,3,290,8
4100,3,275,8
4110,1,415,4
4110,1,360,4
4110,1,215,5
4110,1,290,5
4110,1,275,5
4110,2,415,6
4110,2,360,6
4110,2,215,8
4110,2,290,8
4110,2,275,8
4110,3,415,8
4110,3,360,8
4110,3,215,10
4110,3,290,8
4110,3,275,8
4120,1,415,4
4120,1,360,4
4120,1,215,5
4120,1,290,5
4120,1,275,5
4120,2,415,6
4120,2,360,6
4120,2,215,8
4120,2,290,8
4120,2,275,8
4120,3,415,8
4120,3,360,8
4120,3,215,10
4120,3,290,8
4120,3,275,8
4130,1,415,4
4130,1,360,4
4130,1,215,5
4130,1,290,5
4130,1,275,5
4130,2,415,6
4130,2,360,6
4130,2,215,8
4130,2,290,8
4130,2,275,8
4130,3,415,8
4130,3,360,8
4130,3,215,10
4130,3,290,8
4130,3,275,8
4140,1,415,4
4140,1,360,4
4140,1,215,5
4140,1,290,5
4140,1,275,5
4140,2,415,6
4140,2,360,6
4140,2,215,8
4140,2,290,8
4140,2,275,8
4140,3,415,8
4140,3,360,8
4140,3,215,10
4140,3,290,8
4140,3,275,8
4150,1,415,4
4150,1,360,4
4150,1,215,5
4150,1,290,5
4150,1,275,5
4150,2,415,6
4150,2,360,6
4150,2,215,8
4150,2,290,8
4150,2,275,8
4150,3,415,8
4150,3,360,8
4150,3,215,10
4150,3,290,8
4150,3,275,8
4160,1,415,4
4160,1,360,4
4160,1,215,5
4160,1,290,5
4160,1,275,5
4160,2,415,6
4160,2,360,6
4160,2,215,8
4160,2,290,8
4160,2,275,8
4160,3,415,8
4160,3,360,8
4160,3,215,10
4160,3,290,8
4160,3,275,8
4170,1,415,4
4170,1,360,4
4170,1,215,5
4170,1,290,5
4170,1,275,5
4170,2,415,6
4170,2,360,6
4170,2,215,8
4170,2,290,8
4170,2,275,8
4170,3,415,8
4170,3,360,8
4170,3,215,10
4170,3,290,8
4170,3,275,8
4180,1,415,4
4180,1,360,4
4180,1,215,5
4180,1,290,5
4180,1,275,5
4180,2,415,6
4180,2,360,6
4180,2,215,8
4180,2,290,8
4180,2,275,8
4180,3,415,8
4180,3,360,8
4180,3,215,10
4180,3,290,8
4180,3,275,8
4190,1,415,4
4190,1,360,4
4190,1,215,5
4190,1,290,5
4190,1,275,5
4190,2,415,6
4190,2,360,6
4190,2,215,8
4190,2,290,8
4190,2,275,8
4190,3,415,8
4190,3,360,8
4190,3,215,10
4190,3,290,8
4190,3,275,8
4200,1,415,4
4200,1,360,4
4200,1,215,5
4200,1,290,5
4200,1,275,5
4200,2,415,6
4200,2,360,6
4200,2,215,8
4200,2,290,8
4200,2,275,8
4200,3,415,8
4200,3,360,8
4200,3,215,10
4200,3,290,8
4200,3,275,8
4210,1,415,4
4210,1,360,4
4210,1,215,5
4210,1,290,5
4210,1,275,5
4210,2,415,6
4210,2,360,6
4210,2,215,8
4210,2,290,8
4210,2,275,8
4210,3,415,8
4210,3,360,8
4210,3,215,10
4210,3,290,8
4210,3,275,8
4220,1,415,4
4220,1,360,4
4220,1,215,5
4220,1,290,5
4220,1,275,5
4220,2,415,6
4220,2,360,6
4220,2,215,8
4220,2,290,8
4220,2,275,8
4220,3,415,8
4220,3,360,8
4220,3,215,10
4220,3,290,8
4220,3,275,8
4230,1,415,4
4230,1,360,4
4230,1,215,6
4230,1,290,5
4230,1,275,5
4230,2,415,6
4230,2,360,6
4230,2,215,8
4230,2,290,8
4230,2,275,8
4230,3,415,8
4230,3,360,8
4230,3,215,10
4230,3,290,8
4230,3,275,8
4240,1,415,4
4240,1,360,4
4240,1,215,6
4240,1,290,5
4240,1,275,5
4240,2,415,6
4240,2,360,6
4240,2,215,8
4240,2,290,8
4240,2,275,8
4240,3,415,8
4240,3,360,8
4240,3,215,10
4240,3,290,8
4240,3,275,8
4250,1,415,4
4250,1,360,4
4250,1,215,6
4250,1,290,5
4250,1,275,5
4250,2,415,6
4250,2,360,6
4250,2,215,8
4250,2,290,8
4250,2,275,8
4250,3,415,8
4250,3,360,8
4250,3,215,10
4250,3,290,8
4250,3,275,8
4260,1,415,4
4260,1,360,4
4260,1,215,6
4260,1,290,5
4260,1,275,5
4260,2,415,6
4260,2,360,6
4260,2,215,8
4260,2,290,8
4260,2,275,8
4260,3,415,8
4260,3,360,8
4260,3,215,10
4260,3,290,8
4260,3,275,8
4270,1,415,4
4270,1,360,4
4270,1,215,6
4270,1,290,5
4270,1,275,5
4270,2,415,6
4270,2,360,6
4270,2,215,8
4270,2,290,8
4270,2,275,8
4270,3,415,8
4270,3,360,8
4270,3,215,10
4270,3,290,8
4270,3,275,8
4280,1,415,4
4280,1,360,4
4280,1,215,6
4280,1,290,5
4280,1,275,5
4280,2,415,6
4280,2,360,6
4280,2,215,8
4280,2,290,8
4280,2,275,8
4280,3,415,8
4280,3,360,8
4280,3,215,10
4280,3,290,8
4280,3,275,8
4290,1,415,4
4290,1,360,4
4290,1,215,6
4290,1,290,5
4290,1,275,5
4290,2,415,6
4290,2,360,6
4290,2,215,8
4290,2,290,8
4290,2,275,8
4290,3,415,8
4290,3,360,8
4290,3,215,10
4290,3,290,8
4290,3,275,8
4300,1,415,4
4300,1,360,4
4300,1,215,6
4300,1,290,5
4300,1,275,5
4300,2,415,6
4300,2,360,6
4300,2,215,8
4300,2,290,8
4300,2,275,8
4300,3,415,8
4300,3,360,8
4300,3,215,10
4300,3,290,8
4300,3,275,8
4310,1,415,4
4310,1,360,4
4310,1,215,6
4310,1,290,5
4310,1,275,5
4310,2,415,6
4310,2,360,6
4310,2,215,8
4310,2,290,8
4310,2,275,8
4310,3,415,8
4310,3,360,8
4310,3,215,10
4310,3,290,8
4310,3,275,8
4320,1,415,4
4320,1,360,4
4320,1,215,6
4320,1,290,5
4320,1,275,5
4320,2,415,6
4320,2,360,6
4320,2,215,8
4320,2,290,8
4320,2,275,8
4320,3,415,8
4320,3,360,8
4320,3,215,10
4320,3,290,8
4320,3,275,8
4330,1,415,4
4330,1,360,4
4330,1,215,6
4330,1,290,5
4330,1,275,5
4330,2,415,6
4330,2,360,6
4330,2,215,8
4330,2,290,8
4330,2,275,8
4330,3,415,8
4330,3,360,8
4330,3,215,10
4330,3,290,8
4330,3,275,8
4340,1,415,4
4340,1,360,4
4340,1,215,6
4340,1,290,5
4340,1,275,5
4340,2,415,6
4340,2,360,6
4340,2,215,8
4340,2,290,8
4340,2,275,8
4340,3,415,8
4340,3,360,8
4340,3,215,10
4340,3,290,8
4340,3,275,8
4350,1,415,4
4350,1,360,4
4350,1,215,6
4350,1,290,5
4350,1,275,5
4350,2,415,6
4350,2,360,6
4350,2,215,8
4350,2,290,8
4350,2,275,8
4350,3,415,8
4350,3,360,8
4350,3,215,10
4350,3,290,8
4350,3,275,8
4360,1,415,4
4360,1,360,4
4360,1,215,6
4360,1,290,5
4360,1,275,5
4360,2,415,6
4360,2,360,6
4360,2,215,8
4360,2,290,8
4360,2,275,8
4360,3,415,8
4360,3,360,8
4360,3,215,10
4360,3,290,8
4360,3,275,8
4370,1,415,4
4370,1,360,4
4370,1,215,6
4370,1,290,5
4370,1,275,5
4370,2,415,6
4370,2,360,6
4370,2,215,8
4370,2,290,8
4370,2,275,8
4370,3,415,8
4370,3,360,8
4370,3,215,10
4370,3,290,8
4370,3,275,8
4380,1,415,4
4380,1,360,4
4380,1,215,6
4380,1,290,5
4380,1,275,5
4380,2,415,6
4380,2,360,6
4380,2,215,8
4380,2,290,8
4380,2,275,8
4380,3,415,8
4380,3,360,8
4380,3,215,10
4380,3,290,8
4380,3,275,8
4390,1,415,4
4390,1,360,4
4390,1,215,6
4390,1,290,5
4390,1,275,5
4390,2,415,6
4390,2,360,6
4390,2,215,8
4390,2,290,8
4390,2,275,8
4390,3,415,8
4390,3,360,8
4390,3,215,10
4390,3,290,8
4390,3,275,8
4400,1,415,4
4400,1,360,4
4400,1,215,6
4400,1,290,5
4400,1,275,5
4400,2,415,6
4400,2,360,6
4400,2,215,8
4400,2,290,8
4400,2,275,8
4400,3,415,8
4400,3,360,8
4400,3,215,10
4400,3,290,8
4400,3,275,8
4410,1,415,4
4410,1,360,4
4410,1,215,6
4410,1,290,5
4410,1,275,5
4410,2,415,6
4410,2,360,6
4410,2,215,8
4410,2,290,8
4410,2,275,8
4410,3,415,8
4410,3,360,8
4410,3,215,10
4410,3,290,8
4410,3,275,8
4420,1,415,4
4420,1,360,4
4420,1,215,6
4420,1,290,5
4420,1,275,5
4420,2,415,6
4420,2,360,6
4420,2,215,8
4420,2,290,8
4420,2,275,8
4420,3,415,8
4420,3,360,8
4420,3,215,10
4420,3,290,8
4420,3,275,8
4430,1,415,4
4430,1,360,4
4430,1,215,6
4430,1,290,5
4430,1,275,5
4430,2,415,6
4430,2,360,6
4430,2,215,8
4430,2,290,8
4430,2,275,8
4430,3,415,8
4430,3,360,8
4430,3,215,10
4430,3,290,8
4430,3,275,8
4440,1,415,4
4440,1,360,4
4440,1,215,6
4440,1,290,5
4440,1,275,5
4440,2,415,6
4440,2,360,6
4440,2,215,8
4440,2,290,8
4440,2,275,8
4440,3,415,8
4440,3,360,8
4440,3,215,10
4440,3,290,8
4440,3,275,8
4450,1,415,4
4450,1,360,4
4450,1,215,6
4450,1,290,5
4450,1,275,5
4450,2,415,6
4450,2,360,6
4450,2,215,8
4450,2,290,8
4450,2,275,8
4450,3,415,8
4450,3,360,8
4450,3,215,10
4450,3,290,8
4450,3,275,8
4460,1,415,4
4460,1,360,4
4460,1,215,6
4460,1,290,5
4460,1,275,5
4460,2,415,6
4460,2,360,6
4460,2,215,8
4460,2,290,8
4460,2,275,8
4460,3,415,8
4460,3,360,8
4460,3,215,10
4460,3,290,8
4460,3,275,8
4470,1,415,4
4470,1,360,4
4470,1,215,6
4470,1,290,5
4470,1,275,5
4470,2,415,6
4470,2,360,6
4470,2,215,8
4470,2,290,8
4470,2,275,8
4470,3,415,8
4470,3,360,8
4470,3,215,10
4470,3,290,8
4470,3,275,8
4480,1,415,4
4480,1,360,4
4480,1,215,6
4480,1,290,5
4480,1,275,5
4480,2,415,6
4480,2,360,6
4480,2,215,8
4480,2,290,8
4480,2,275,8
4480,3,415,8
4480,3,360,8
4480,3,215,10
4480,3,290,8
4480,3,275,8
4490,1,415,4
4490,1,360,4
4490,1,215,6
4490,1,290,5
4490,1,275,5
4490,2,415,6
4490,2,360,6
4490,2,215,8
4490,2,290,8
4490,2,275,8
4490,3,415,8
4490,3,360,8
4490,3,215,10
4490,3,290,8
4490,3,275,8
4500,1,415,4
4500,1,360,4
4500,1,215,6
4500,1,290,5
4500,1,275,5
4500,2,415,6
4500,2,360,6
4500,2,215,8
4500,2,290,8
4500,2,275,8
4500,3,415,8
4500,3,360,8
4500,3,215,10
4500,3,290,8
4500,3,275,8
4510,1,415,4
4510,1,360,4
4510,1,215,6
4510,1,290,5
4510,1,275,5
4510,2,415,6
4510,2,360,6
4510,2,215,8
4510,2,290,8
4510,2,275,8
4510,3,415,8
4510,3,360,8
4510,3,215,10
4510,3,290,8
4510,3,275,8
4520,1,415,4
4520,1,360,4
4520,1,215,6
4520,1,290,5
4520,1,275,5
4520,2,415,6
4520,2,360,6
4520,2,215,8
4520,2,290,8
4520,2,275,8
4520,3,415,8
4520,3,360,8
4520,3,215,10
4520,3,290,8
4520,3,275,8
4530,1,415,4
4530,1,360,5
4530,1,215,6
4530,1,290,5
4530,1,275,5
4530,2,415,6
4530,2,360,6
4530,2,215,8
4530,2,290,8
4530,2,275,8
4530,3,415,8
4530,3,360,8
4530,3,215,10
4530,3,290,8
4530,3,275,8
4540,1,415,4
4540,1,360,5
4540,1,215,6
4540,1,290,5
4540,1,275,5
4540,2,415,6
4540,2,360,6
4540,2,215,8
4540,2,290,8
4540,2,275,8
4540,3,415,8
4540,3,360,8
4540,3,215,10
4540,3,290,8
4540,3,275,8
4550,1,415,4
4550,1,360,5
4550,1,215,6
4550,1,290,5
4550,1,275,5
4550,2,415,6
4550,2,360,6
4550,2,215,8
4550,2,290,8
4550,2,275,8
4550,3,415,8
4550,3,360,8
4550,3,215,10
4550,3,290,8
4550,3,275,8
4560,1,415,4
4560,1,360,5
4560,1,215,6
4560,1,290,5
4560,1,275,5
4560,2,415,6
4560,2,360,6
4560,2,215,8
4560,2,290,8
4560,2,275,8
4560,3,415,8
4560,3,360,8
4560,3,215,10
4560,3,290,8
4560,3,275,8
4570,1,415,4
4570,1,360,5
4570,1,215,6
4570,1,290,5
4570,1,275,5
4570,2,415,6
4570,2,360,6
4570,2,215,8
4570,2,290,8
4570,2,275,8
4570,3,415,8
4570,3,360,8
4570,3,215,10
4570,3,290,8
4570,3,275,8
4580,1,415,4
4580,1,360,5
4580,1,215,6
4580,1,290,5
4580,1,275,5
4580,2,415,6
4580,2,360,6
4580,2,215,8
4580,2,290,8
4580,2,275,8
4580,3,415,8
4580,3,360,8
4580,3,215,10
4580,3,290,8
4580,3,275,8
4590,1,415,4
4590,1,360,5
4590,1,215,6
4590,1,290,5
4590,1,275,5
4590,2,415,6
4590,2,360,6
4590,2,215,8
4590,2,290,8
4590,2,275,8
4590,3,415,8
4590,3,360,8
4590,3,215,10
4590,3,290,8
4590,3,275,8
4600,1,415,4
4600,1,360,5
4600,1,215,6
4600,1,290,5
4600,1,275,5
4600,2,415,6
4600,2,360,6
4600,2,215,8
4600,2,290,8
4600,2,275,8
4600,3,415,8
4600,3,360,8
4600,3,215,10
4600,3,290,8
4600,3,275,8
4610,1,415,4
4610,1,360,5
4610,1,215,6
4610,1,290,5
4610,1,275,5
4610,2,415,6
4610,2,360,6
4610,2,215,8
4610,2,290,8
4610,2,275,8
4610,3,415,8
4610,3,360,8
4610,3,215,10
4610,3,290,8
4610,3,275,10
4620,1,415,4
4620,1,360,5
4620,1,215,6
4620,1,290,5
4620,1,275,5
4620,2,415,6
4620,2,360,6
4620,2,215,8
4620,2,290,8
4620,2,275,8
4620,3,415,8
4620,3,360,8
4620,3,215,10
4620,3,290,8
4620,3,275,10
4630,1,415,4
4630,1,360,5
4630,1,215,6
4630,1,290,5
4630,1,275,5
4630,2,415,6
4630,2,360,6
4630,2,215,8
4630,2,290,8
4630,2,275,8
4630,3,415,8
4630,3,360,8
4630,3,215,10
4630,3,290,8
4630,3,275,10
4640,1,415,4
4640,1,360,5
4640,1,215,6
4640,1,290,5
4640,1,275,5
4640,2,415,6
4640,2,360,6
4640,2,215,8
4640,2,290,8
4640,2,275,8
4640,3,415,8
4640,3,360,8
4640,3,215,10
4640,3,290,8
4640,3,275,10
4650,1,415,4
4650,1,360,5
4650,1,215,6
4650,1,290,5
4650,1,275,5
4650,2,415,6
4650,2,360,6
4650,2,215,8
4650,2,290,8
4650,2,275,8
4650,3,415,8
4650,3,360,8
4650,3,215,10
4650,3,290,8
4650,3,275,10
4660,1,415,4
4660,1,360,5
4660,1,215,6
4660,1,290,5
4660,1,275,5
4660,2,415,6
4660,2,360,6
4660,2,215,8
4660,2,290,8
4660,2,275,8
4660,3,415,8
4660,3,360,8
4660,3,215,10
4660,3,290,8
4660,3,275,10
4670,1,415,4
4670,1,360,5
4670,1,215,6
4670,1,290,5
4670,1,275,5
4670,2,415,6
4670,2,360,6
4670,2,215,8
4670,2,290,8
4670,2,275,8
4670,3,415,8
4670,3,360,8
4670,3,215,10
4670,3,290,8
4670,3,275,10
4680,1,415,4
4680,1,360,5
4680,1,215,6
4680,1,290,5
4680,1,275,5
4680,2,415,6
4680,2,360,6
4680,2,215,8
4680,2,290,8
4680,2,275,8
4680,3,415,8
4680,3,360,8
4680,3,215,10
4680,3,290,8
4680,3,275,10
4690,1,415,4
4690,1,360,5
4690,1,215,6
4690,1,290,5
4690,1,275,5
4690,2,415,6
4690,2,360,6
4690,2,215,8
4690,2,290,8
4690,2,275,8
4690,3,415,8
4690,3,360,8
4690,3,215,10
4690,3,290,8
4690,3,275,10
4700,1,415,4
4700,1,360,5
4700,1,215,6
4700,1,290,5
4700,1,275,5
4700,2,415,6
4700,2,360,6
4700,2,215,8
4700,2,290,8
4700,2,275,8
4700,3,415,8
4700,3,360,8
4700,3,215,10
4700,3,290,8
4700,3,275,10
4710,1,415,4
4710,1,360,5
4710,1,215,6
4710,1,290,5
4710,1,275,5
4710,2,415,6
4710,2,360,6
4710,2,215,8
4710,2,290,8
4710,2,275,8
4710,3,415,8
4710,3,360,8
4710,3,215,10
4710,3,290,8
4710,3,275,10
4720,1,415,4
4720,1,360,5
4720,1,215,6
4720,1,290,5
4720,1,275,5
4720,2,415,6
4720,2,360,6
4720,2,215,8
4720,2,290,8
4720,2,275,8
4720,3,415,8
4720,3,360,8
4720,3,215,10
4720,3,290,8
4720,3,275,10
4730,1,415,4
4730,1,360,5
4730,1,215,6
4730,1,290,5
4730,1,275,5
4730,2,415,6
4730,2,360,6
4730,2,215,8
4730,2,290,8
4730,2,275,8
4730,3,415,8
4730,3,360,8
