F,FoS,Sy,d
5850,0.5,940,3
5850,0.5,1100,2.5
5850,0.9,450,5
5850,0.9,600,5
5850,0.9,650,5
5850,0.9,940,4
5850,0.9,1100,3.5
5850,1,450,6
5850,1,600,5
5850,1,650,5
5850,1,940,4
5850,1,1100,4
5850,2,450,10
5850,2,600,8
5850,2,650,8
5850,2,940,6
5850,2,1100,6
5850,3,450,10
5850,3,600,10
5850,3,650,10
5850,3,940,8
5850,3,1100,8
5860,0.1,450,2
5860,0.1,600,2
5860,0.1,650,2
5860,0.1,940,2
5860,0.1,1100,2
5860,0.5,450,4
5860,0.5,600,3.5
5860,0.5,650,3.5
5860,0.5,940,3
5860,0.5,1100,2.5
5860,0.9,450,5
5860,0.9,600,5
5860,0.9,650,5
5860,0.9,940,4
5860,0.9,1100,3.5
5860,1,450,6
5860,1,600,5
5860,1,650,5
5860,1,940,4
5860,1,1100,4
5860,2,450,10
5860,2,600,8
5860,2,650,8
5860,2,940,6
5860,2,1100,6
5860,3,450,10
5860,3,600,10
5860,3,650,10
5860,3,940,8
5860,3,1100,8
5870,0.1,450,2
5870,0.1,600,2
5870,0.1,650,2
5870,0.1,940,2
5870,0.1,1100,2
5870,0.5,450,4
5870,0.5,600,3.5
5870,0.5,650,3.5
5870,0.5,940,3
5870,0.5,1100,2.5
5870,0.9,450,5
5870,0.9,600,5
5870,0.9,650,5
5870,0.9,940,4
5870,0.9,1100,3.5
5870,1,450,6
5870,1,600,5
5870,1,650,5
5870,1,940,4
5870,1,1100,4
5870,2,450,10
5870,2,600,8
5870,2,650,8
5870,2,940,6
5870,2,1100,6
5870,3,450,10
5870,3,600,10
5870,3,650,10
5870,3,940,8
5870,3,1100,8
5880,0.1,450,2
5880,0.1,600,2
5880,0.1,650,2
5880,0.1,940,2
5880,0.1,1100,2
5880,0.5,450,4
5880,0.5,600,3.5
5880,0.5,650,3.5
5880,0.5,940,3
5880,0.5,1100,2.5
5880,0.9,450,5
5880,0.9,600,5
5880,0.9,650,5
5880,0.9,940,4
5880,0.9,1100,3.5
5880,1,450,6
5880,1,600,5
5880,1,650,5
5880,1,940,4
5880,1,1100,4
5880,2,450,10
5880,2,600,8
5880,2,650,8
5880,2,940,6
5880,2,1100,6
5880,3,450,10
5880,3,600,10
5880,3,650,10
5880,3,940,8
5880,3,1100,8
5890,0.1,450,2
5890,0.1,600,2
5890,0.1,650,2
5890,0.1,940,2
5890,0.1,1100,2
5890,0.5,450,4
5890,0.5,600,3.5
5890,0.5,650,3.5
5890,0.5,940,3
5890,0.5,1100,2.5
5890,0.9,450,5
5890,0.9,600,5
5890,0.9,650,5
5890,0.9,940,4
5890,0.9,1100,3.5
5890,1,450,6
5890,1,600,5
5890,1,650,5
5890,1,940,4
5890,1,1100,4
5890,2,450,10
5890,2,600,8
5890,2,650,8
5890,2,940,6
5890,2,1100,6
5890,3,450,10
5890,3,600,10
5890,3,650,10
5890,3,940,8
5890,3,1100,8
5900,0.1,450,2
5900,0.1,600,2
5900,0.1,650,2
5900,0.1,940,2
5900,0.1,1100,2
5900,0.5,450,4
5900,0.5,600,3.5
5900,0.5,650,3.5
5900,0.5,940,3
5900,0.5,1100,2.5
5900,0.9,450,5
5900,0.9,600,5
5900,0.9,650,5
5900,0.9,940,4
5900,0.9,1100,3.5
5900,1,450,6
5900,1,600,6
5900,1,650,5
5900,1,940,4
5900,1,1100,4
5900,2,450,10
5900,2,600,8
5900,2,650,8
5900,2,940,6
5900,2,1100,6
5900,3,450,12
5900,3,600,10
5900,3,650,10
5900,3,940,8
5900,3,1100,8
5910,0.1,450,2
5910,0.1,600,2
5910,0.1,650,2
5910,0.1,940,2
5910,0.1,1100,2
5910,0.5,450,4
5910,0.5,600,3.5
5910,0.5,650,3.5
5910,0.5,940,3
5910,0.5,1100,2.5
5910,0.9,450,5
5910,0.9,600,5
5910,0.9,650,5
5910,0.9,940,4
5910,0.9,1100,3.5
5910,1,450,6
5910,1,600,6
5910,1,650,5
5910,1,940,5
5910,1,1100,4
5910,2,450,10
5910,2,600,8
5910,2,650,8
5910,2,940,6
5910,2,1100,6
5910,3,450,12
5910,3,600,10
5910,3,650,10
5910,3,940,8
5910,3,1100,8
5920,0.1,450,2
5920,0.1,600,2
5920,0.1,650,2
5920,0.1,940,2
5920,0.1,1100,2
5920,0.5,450,4
5920,0.5,600,3.5
5920,0.5,650,3.5
5920,0.5,940,3
5920,0.5,1100,2.5
5920,0.9,450,5
5920,0.9,600,5
5920,0.9,650,5
5920,0.9,940,4
5920,0.9,1100,3.5
5920,1,450,6
5920,1,600,6
5920,1,650,5
5920,1,940,5
5920,1,1100,4
5920,2,450,10
5920,2,600,8
5920,2,650,8
5920,2,940,6
5920,2,1100,6
5920,3,450,12
5920,3,600,10
5920,3,650,10
5920,3,940,8
5920,3,1100,8
5930,0.1,450,2
5930,0.1,600,2
5930,0.1,650,2
5930,0.1,940,2
5930,0.1,1100,2
5930,0.5,450,4
5930,0.5,600,3.5
5930,0.5,650,3.5
5930,0.5,940,3
5930,0.5,1100,2.5
5930,0.9,450,5
5930,0.9,600,5
5930,0.9,650,5
5930,0.9,940,4
5930,0.9,1100,3.5
5930,1,450,6
5930,1,600,6
5930,1,650,5
5930,1,940,5
5930,1,1100,4
5930,2,450,10
5930,2,600,8
5930,2,650,8
5930,2,940,6
5930,2,1100,6
5930,3,450,12
5930,3,600,10
5930,3,650,10
5930,3,940,8
5930,3,1100,8
5940,0.1,450,2
5940,0.1,600,2
5940,0.1,650,2
5940,0.1,940,2
5940,0.1,1100,2
5940,0.5,450,4
5940,0.5,600,3.5
5940,0.5,650,3.5
5940,0.5,940,3
5940,0.5,1100,2.5
5940,0.9,450,6
5940,0.9,600,5
5940,0.9,650,5
5940,0.9,940,4
5940,0.9,1100,3.5
5940,1,450,6
5940,1,600,6
5940,1,650,5
5940,1,940,5
5940,1,1100,4
5940,2,450,10
5940,2,600,8
5940,2,650,8
5940,2,940,6
5940,2,1100,6
5940,3,450,12
5940,3,600,10
5940,3,650,10
5940,3,940,8
5940,3,1100,8
5950,0.1,450,2
5950,0.1,600,2
5950,0.1,650,2
5950,0.1,940,2
5950,0.1,1100,2
5950,0.5,450,4
5950,0.5,600,3.5
5950,0.5,650,3.5
5950,0.5,940,3
5950,0.5,1100,2.5
5950,0.9,450,6
5950,0.9,600,5
5950,0.9,650,5
5950,0.9,940,4
5950,0.9,1100,3.5
5950,1,450,6
5950,1,600,6
5950,1,650,5
5950,1,940,5
5950,1,1100,4
5950,2,450,10
5950,2,600,8
5950,2,650,8
5950,2,940,6
5950,2,1100,6
5950,3,450,12
5950,3,600,10
5950,3,650,10
5950,3,940,8
5950,3,1100,8
5960,0.1,450,2
5960,0.1,600,2
5960,0.1,650,2
5960,0.1,940,2
5960,0.1,1100,2
5960,0.5,450,4
5960,0.5,600,3.5
5960,0.5,650,3.5
5960,0.5,940,3
5960,0.5,1100,2.5
5960,0.9,450,6
5960,0.9,600,5
5960,0.9,650,5
5960,0.9,940,4
5960,0.9,1100,3.5
5960,1,450,6
5960,1,600,6
5960,1,650,5
5960,1,940,5
5960,1,1100,4
5960,2,450,10
5960,2,600,8
5960,2,650,8
5960,2,940,6
5960,2,1100,6
5960,3,450,12
5960,3,600,10
5960,3,650,10
5960,3,940,8
5960,3,1100,8
5970,0.1,450,2
5970,0.1,600,2
5970,0.1,650,2
5970,0.1,940,2
5970,0.1,1100,2
5970,0.5,450,4
5970,0.5,600,3.5
5970,0.5,650,3.5
5970,0.5,940,3
5970,0.5,1100,2.5
5970,0.9,450,6
5970,0.9,600,5
5970,0.9,650,5
5970,0.9,940,4
5970,0.9,1100,3.5
5970,1,450,6
5970,1,600,6
5970,1,650,5
5970,1,940,5
5970,1,1100,4
5970,2,450,10
5970,2,600,8
5970,2,650,8
5970,2,940,6
5970,2,1100,6
5970,3,450,12
5970,3,600,10
5970,3,650,10
5970,3,940,8
5970,3,1100,8
5980,0.1,450,2
5980,0.1,600,2
5980,0.1,650,2
5980,0.1,940,2
5980,0.1,1100,2
5980,0.5,450,4
5980,0.5,600,3.5
5980,0.5,650,3.5
5980,0.5,940,3
5980,0.5,1100,2.5
5980,0.9,450,6
5980,0.9,600,5
5980,0.9,650,5
5980,0.9,940,4
5980,0.9,1100,3.5
5980,1,450,6
5980,1,600,6
5980,1,650,5
5980,1,940,5
5980,1,1100,4
5980,2,450,10
5980,2,600,8
5980,2,650,8
5980,2,940,6
5980,2,1100,6
5980,3,450,12
5980,3,600,10
5980,3,650,10
5980,3,940,8
5980,3,1100,8
5990,0.1,450,2
5990,0.1,600,2
5990,0.1,650,2
5990,0.1,940,2
5990,0.1,1100,2
5990,0.5,450,4
5990,0.5,600,3.5
5990,0.5,650,3.5
5990,0.5,940,3
5990,0.5,1100,2.5
5990,0.9,450,6
5990,0.9,600,5
5990,0.9,650,5
5990,0.9,940,4
5990,0.9,1100,3.5
5990,1,450,6
5990,1,600,6
5990,1,650,5
5990,1,940,5
5990,1,1100,4
5990,2,450,10
5990,2,600,8
5990,2,650,8
5990,2,940,6
5990,2,1100,6
5990,3,450,12
5990,3,600,10
5990,3,650,10
5990,3,940,8
5990,3,1100,8
6000,0.1,450,2
6000,0.1,600,2
6000,0.1,650,2
6000,0.1,940,2
6000,0.1,1100,2
6000,0.5,450,4
6000,0.5,600,3.5
6000,0.5,650,3.5
6000,0.5,940,3
6000,0.5,1100,2.5
6000,0.9,450,6
6000,0.9,600,5
6000,0.9,650,5
6000,0.9,940,4
6000,0.9,1100,3.5
6000,1,450,6
6000,1,600,6
6000,1,650,5
6000,1,940,5
6000,1,1100,4
6000,2,450,10
6000,2,600,8
6000,2,650,8
6000,2,940,6
6000,2,1100,6
6000,3,450,12
6000,3,600,10
6000,3,650,10
6000,3,940,8
6000,3,1100,8
6010,0.1,450,2
6010,0.1,600,2
6010,0.1,650,2
6010,0.1,940,2
6010,0.1,1100,2
6010,0.5,450,4
6010,0.5,600,3.5
6010,0.5,650,3.5
6010,0.5,940,3
6010,0.5,1100,2.5
6010,0.9,450,6
6010,0.9,600,5
6010,0.9,650,5
6010,0.9,940,4
6010,0.9,1100,3.5
6010,1,450,6
6010,1,600,6
6010,1,650,5
6010,1,940,5
6010,1,1100,4
6010,2,450,10
6010,2,600,8
6010,2,650,8
6010,2,940,6
6010,2,1100,6
6010,3,450,12
6010,3,600,10
6010,3,650,10
6010,3,940,8
6010,3,1100,8
6020,0.1,450,2
6020,0.1,600,2
6020,0.1,650,2
6020,0.1,940,2
6020,0.1,1100,2
6020,0.5,450,4
6020,0.5,600,3.5
6020,0.5,650,3.5
6020,0.5,940,3
6020,0.5,1100,2.5
6020,0.9,450,6
6020,0.9,600,5
6020,0.9,650,5
6020,0.9,940,4
6020,0.9,1100,3.5
6020,1,450,6
6020,1,600,6
6020,1,650,5
6020,1,940,5
6020,1,1100,4
6020,2,450,10
6020,2,600,8
6020,2,650,8
6020,2,940,6
6020,2,1100,6
6020,3,450,12
6020,3,600,10
6020,3,650,10
6020,3,940,8
6020,3,1100,8
6030,0.1,450,2
6030,0.1,600,2
6030,0.1,650,2
6030,0.1,940,2
6030,0.1,1100,2
6030,0.5,450,4
6030,0.5,600,3.5
6030,0.5,650,3.5
6030,0.5,940,3
6030,0.5,1100,2.5
6030,0.9,450,6
6030,0.9,600,5
6030,0.9,650,5
6030,0.9,940,4
6030,0.9,1100,3.5
6030,1,450,6
6030,1,600,6
6030,1,650,5
6030,1,940,5
6030,1,1100,4
6030,2,450,10
6030,2,600,8
6030,2,650,8
6030,2,940,6
6030,2,1100,6
6030,3,450,12
6030,3,600,10
6030,3,650,10
6030,3,940,8
6030,3,1100,8
6040,0.1,450,2
6040,0.1,600,2
6040,0.1,650,2
6040,0.1,940,2
6040,0.1,1100,2
6040,0.5,450,4
6040,0.5,600,3.5
6040,0.5,650,3.5
6040,0.5,940,3
6040,0.5,1100,2.5
6040,0.9,450,6
6040,0.9,600,5
6040,0.9,650,5
6040,0.9,940,4
6040,0.9,1100,3.5
6040,1,450,6
6040,1,600,6
6040,1,650,5
6040,1,940,5
6040,1,1100,4
6040,2,450,10
6040,2,600,8
6040,2,650,8
6040,2,940,6
6040,2,1100,6
6040,3,450,12
6040,3,600,10
6040,3,650,10
6040,3,940,8
6040,3,1100,8
6050,0.1,450,2
6050,0.1,600,2
6050,0.1,650,2
6050,0.1,940,2
6050,0.1,1100,2
6050,0.5,450,4
6050,0.5,600,3.5
6050,0.5,650,3.5
6050,0.5,940,3
6050,0.5,1100,2.5
6050,0.9,450,6
6050,0.9,600,5
6050,0.9,650,5
6050,0.9,940,4
6050,0.9,1100,3.5
6050,1,450,6
6050,1,600,6
6050,1,650,5
6050,1,940,5
6050,1,1100,4
6050,2,450,10
6050,2,600,8
6050,2,650,8
6050,2,940,6
6050,2,1100,6
6050,3,450,12
6050,3,600,10
6050,3,650,10
6050,3,940,8
6050,3,1100,8
6060,0.1,450,2
6060,0.1,600,2
6060,0.1,650,2
6060,0.1,940,2
6060,0.1,1100,2
6060,0.5,450,4
6060,0.5,600,3.5
6060,0.5,650,3.5
6060,0.5,940,3
6060,0.5,1100,2.5
6060,0.9,450,6
6060,0.9,600,5
6060,0.9,650,5
6060,0.9,940,4
6060,0.9,1100,3.5
6060,1,450,6
6060,1,600,6
6060,1,650,5
6060,1,940,5
6060,1,1100,4
6060,2,450,10
6060,2,600,8
6060,2,650,8
6060,2,940,6
6060,2,1100,6
6060,3,450,12
6060,3,600,10
6060,3,650,10
6060,3,940,8
6060,3,1100,8
6070,0.1,450,2
6070,0.1,600,2
6070,0.1,650,2
6070,0.1,940,2
6070,0.1,1100,2
6070,0.5,450,4
6070,0.5,600,3.5
6070,0.5,650,3.5
6070,0.5,940,3
6070,0.5,1100,2.5
6070,0.9,450,6
6070,0.9,600,5
6070,0.9,650,5
6070,0.9,940,4
6070,0.9,1100,3.5
6070,1,450,6
6070,1,600,6
6070,1,650,5
6070,1,940,5
6070,1,1100,4
6070,2,450,10
6070,2,600,8
6070,2,650,8
6070,2,940,6
6070,2,1100,6
6070,3,450,12
6070,3,600,10
6070,3,650,10
6070,3,940,8
6070,3,1100,8
6080,0.1,450,2
6080,0.1,600,2
6080,0.1,650,2
6080,0.1,940,2
6080,0.1,1100,2
6080,0.5,450,4
6080,0.5,600,3.5
6080,0.5,650,3.5
6080,0.5,940,3
6080,0.5,1100,2.5
6080,0.9,450,6
6080,0.9,600,5
6080,0.9,650,5
6080,0.9,940,4
6080,0.9,1100,3.5
6080,1,450,6
6080,1,600,6
6080,1,650,5
6080,1,940,5
6080,1,1100,4
6080,2,450,10
6080,2,600,8
6080,2,650,8
6080,2,940,6
6080,2,1100,6
6080,3,450,12
6080,3,600,10
6080,3,650,10
6080,3,940,8
6080,3,1100,8
6090,0.1,450,2
6090,0.1,600,2
6090,0.1,650,2
6090,0.1,940,2
6090,0.1,1100,2
6090,0.5,450,4
6090,0.5,600,3.5
6090,0.5,650,3.5
6090,0.5,940,3
6090,0.5,1100,2.5
6090,0.9,450,6
6090,0.9,600,5
6090,0.9,650,5
6090,0.9,940,4
6090,0.9,1100,3.5
6090,1,450,6
6090,1,600,6
6090,1,650,5
6090,1,940,5
6090,1,1100,4
6090,2,450,10
6090,2,600,8
6090,2,650,8
6090,2,940,6
6090,2,1100,6
6090,3,450,12
6090,3,600,10
6090,3,650,10
6090,3,940,8
6090,3,1100,8
6100,0.1,450,2
6100,0.1,600,2
6100,0.1,650,2
6100,0.1,940,2
6100,0.1,1100,2
6100,0.5,450,4
6100,0.5,600,3.5
6100,0.5,650,3.5
6100,0.5,940,3
6100,0.5,1100,2.5
6100,0.9,450,6
6100,0.9,600,5
6100,0.9,650,5
6100,0.9,940,4
6100,0.9,1100,3.5
6100,1,450,6
6100,1,600,6
6100,1,650,5
6100,1,940,5
6100,1,1100,4
6100,2,450,10
6100,2,600,8
6100,2,650,8
6100,2,940,6
6100,2,1100,6
6100,3,450,12
6100,3,600,10
6100,3,650,10
6100,3,940,8
6100,3,1100,8
6110,0.1,450,2
6110,0.1,600,2
6110,0.1,650,2
6110,0.1,940,2
6110,0.1,1100,2
6110,0.5,450,4
6110,0.5,600,3.5
6110,0.5,650,3.5
6110,0.5,940,3
6110,0.5,1100,2.5
6110,0.9,450,6
6110,0.9,600,5
6110,0.9,650,5
6110,0.9,940,4
6110,0.9,1100,3.5
6110,1,450,6
6110,1,600,6
6110,1,650,5
6110,1,940,5
6110,1,1100,4
6110,2,450,10
6110,2,600,8
6110,2,650,8
6110,2,940,6
6110,2,1100,6
6110,3,450,12
6110,3,600,10
6110,3,650,10
6110,3,940,8
6110,3,1100,8
6120,0.1,450,2
6120,0.1,600,2
6120,0.1,650,2
6120,0.1,940,2
6120,0.1,1100,2
6120,0.5,450,4
6120,0.5,600,3.5
6120,0.5,650,3.5
6120,0.5,940,3
6120,0.5,1100,2.5
6120,0.9,450,6
6120,0.9,600,5
6120,0.9,650,5
6120,0.9,940,4
6120,0.9,1100,3.5
6120,1,450,6
6120,1,600,6
6120,1,650,5
6120,1,940,5
6120,1,1100,4
6120,2,450,10
6120,2,600,8
6120,2,650,8
6120,2,940,6
6120,2,1100,6
6120,3,450,12
6120,3,600,10
6120,3,650,10
6120,3,940,8
6120,3,1100,8
6130,0.1,450,2
6130,0.1,600,2
6130,0.1,650,2
6130,0.1,940,2
6130,0.1,1100,2
6130,0.5,450,4
6130,0.5,600,3.5
6130,0.5,650,3.5
6130,0.5,940,3
6130,0.5,1100,2.5
6130,0.9,450,6
6130,0.9,600,5
6130,0.9,650,5
6130,0.9,940,4
6130,0.9,1100,3.5
6130,1,450,6
6130,1,600,6
6130,1,650,5
6130,1,940,5
6130,1,1100,4
6130,2,450,10
6130,2,600,8
6130,2,650,8
6130,2,940,6
6130,2,1100,6
6130,3,450,12
6130,3,600,10
6130,3,650,10
6130,3,940,8
6130,3,1100,8
6140,0.1,450,2
6140,0.1,600,2
6140,0.1,650,2
6140,0.1,940,2
6140,0.1,1100,2
6140,0.5,450,4
6140,0.5,600,3.5
6140,0.5,650,3.5
6140,0.5,940,3
6140,0.5,1100,2.5
6140,0.9,450,6
6140,0.9,600,5
6140,0.9,650,5
6140,0.9,940,4
6140,0.9,1100,3.5
6140,1,450,6
6140,1,600,6
6140,1,650,5
6140,1,940,5
6140,1,1100,4
6140,2,450,10
6140,2,600,8
6140,2,650,8
6140,2,940,6
6140,2,1100,6
6140,3,450,12
6140,3,600,10
6140,3,650,10
6140,3,940,8
6140,3,1100,8
6150,0.1,450,2
6150,0.1,600,2
6150,0.1,650,2
6150,0.1,940,2
6150,0.1,1100,2
6150,0.5,450,4
6150,0.5,600,3.5
6150,0.5,650,3.5
6150,0.5,940,3
6150,0.5,1100,2.5
6150,0.9,450,6
6150,0.9,600,5
6150,0.9,650,5
6150,0.9,940,4
6150,0.9,1100,3.5
6150,1,450,6
6150,1,600,6
6150,1,650,5
6150,1,940,5
6150,1,1100,4
6150,2,450,10
6150,2,600,8
6150,2,650,8
6150,2,940,6
6150,2,1100,6
6150,3,450,12
6150,3,600,10
6150,3,650,10
6150,3,940,8
6150,3,1100,8
6160,0.1,450,2
6160,0.1,600,2
6160,0.1,650,2
6160,0.1,940,2
6160,0.1,1100,2
6160,0.5,450,4
6160,0.5,600,3.5
6160,0.5,650,3.5
6160,0.5,940,3
6160,0.5,1100,2.5
6160,0.9,450,6
6160,0.9,600,5
6160,0.9,650,5
6160,0.9,940,4
6160,0.9,1100,3.5
6160,1,450,6
6160,1,600,6
6160,1,650,5
6160,1,940,5
6160,1,1100,4
6160,2,450,10
6160,2,600,8
6160,2,650,8
6160,2,940,6
6160,2,1100,6
6160,3,450,12
6160,3,600,10
6160,3,650,10
6160,3,940,8
6160,3,1100,8
6170,0.1,450,2
6170,0.1,600,2
6170,0.1,650,2
6170,0.1,940,2
6170,0.1,1100,2
6170,0.5,450,4
6170,0.5,600,3.5
6170,0.5,650,3.5
6170,0.5,940,3
6170,0.5,1100,2.5
6170,0.9,450,6
6170,0.9,600,5
6170,0.9,650,5
6170,0.9,940,4
6170,0.9,1100,3.5
6170,1,450,6
6170,1,600,6
6170,1,650,5
6170,1,940,5
6170,1,1100,4
6170,2,450,10
6170,2,600,8
6170,2,650,8
6170,2,940,6
6170,2,1100,6
6170,3,450,12
6170,3,600,10
6170,3,650,10
6170,3,940,8
6170,3,1100,8
6180,0.1,450,2
6180,0.1,600,2
6180,0.1,650,2
6180,0.1,940,2
6180,0.1,1100,2
6180,0.5,450,4
6180,0.5,600,3.5
6180,0.5,650,3.5
6180,0.5,940,3
6180,0.5,1100,2.5
6180,0.9,450,6
6180,0.9,600,5
6180,0.9,650,5
6180,0.9,940,4
6180,0.9,1100,3.5
6180,1,450,6
6180,1,600,6
6180,1,650,5
6180,1,940,5
6180,1,1100,4
6180,2,450,10
6180,2,600,8
6180,2,650,8
6180,2,940,6
6180,2,1100,6
6180,3,450,12
6180,3,600,10
6180,3,650,10
6180,3,940,8
6180,3,1100,8
6190,0.1,450,2
6190,0.1,600,2
6190,0.1,650,2
6190,0.1,940,2
6190,0.1,1100,2
6190,0.5,450,4
6190,0.5,600,3.5
6190,0.5,650,3.5
6190,0.5,940,3
6190,0.5,1100,2.5
6190,0.9,450,6
6190,0.9,600,5
6190,0.9,650,5
6190,0.9,940,4
6190,0.9,1100,3.5
6190,1,450,6
6190,1,600,6
6190,1,650,5
6190,1,940,5
6190,1,1100,4
6190,2,450,10
6190,2,600,8
6190,2,650,8
6190,2,940,6
6190,2,1100,6
6190,3,450,12
6190,3,600,10
6190,3,650,10
6190,3,940,8
6190,3,1100,8
6200,0.1,450,2
6200,0.1,600,2
6200,0.1,650,2
6200,0.1,940,2
6200,0.1,1100,2
6200,0.5,450,4
6200,0.5,600,3.5
6200,0.5,650,3.5
6200,0.5,940,3
6200,0.5,1100,2.5
6200,0.9,450,6
6200,0.9,600,5
6200,0.9,650,5
6200,0.9,940,4
6200,0.9,1100,3.5
6200,1,450,6
6200,1,600,6
6200,1,650,5
6200,1,940,5
6200,1,1100,4
6200,2,450,10
6200,2,600,8
6200,2,650,8
6200,2,940,6
6200,2,1100,6
6200,3,450,12
6200,3,600,10
6200,3,650,10
6200,3,940,8
6200,3,1100,8
6210,0.1,450,2
6210,0.1,600,2
6210,0.1,650,2
6210,0.1,940,2
6210,0.1,1100,2
6210,0.5,450,4
6210,0.5,600,3.5
6210,0.5,650,3.5
6210,0.5,940,3
6210,0.5,1100,2.5
6210,0.9,450,6
6210,0.9,600,5
6210,0.9,650,5
6210,0.9,940,4
6210,0.9,1100,3.5
6210,1,450,6
6210,1,600,6
6210,1,650,5
6210,1,940,5
6210,1,1100,4
6210,2,450,10
6210,2,600,8
6210,2,650,8
6210,2,940,6
6210,2,1100,6
6210,3,450,12
6210,3,600,10
6210,3,650,10
6210,3,940,8
6210,3,1100,8
6220,0.1,450,2
6220,0.1,600,2
6220,0.1,650,2
6220,0.1,940,2
6220,0.1,1100,2
6220,0.5,450,4
6220,0.5,600,3.5
6220,0.5,650,3.5
6220,0.5,940,3
6220,0.5,1100,2.5
6220,0.9,450,6
6220,0.9,600,5
6220,0.9,650,5
6220,0.9,940,4
6220,0.9,1100,3.5
6220,1,450,6
6220,1,600,6
6220,1,650,5
6220,1,940,5
6220,1,1100,4
6220,2,450,10
6220,2,600,8
6220,2,650,8
6220,2,940,6
6220,2,1100,6
6220,3,450,12
6220,3,600,10
6220,3,650,10
6220,3,940,8
6220,3,1100,8
6230,0.1,450,2
6230,0.1,600,2
6230,0.1,650,2
6230,0.1,940,2
6230,0.1,1100,2
6230,0.5,450,4
6230,0.5,600,3.5
6230,0.5,650,3.5
6230,0.5,940,3
6230,0.5,1100,2.5
6230,0.9,450,6
6230,0.9,600,5
6230,0.9,650,5
6230,0.9,940,4
6230,0.9,1100,3.5
6230,1,450,6
6230,1,600,6
6230,1,650,5
6230,1,940,5
6230,1,1100,4
6230,2,450,10
6230,2,600,8
6230,2,650,8
6230,2,940,6
6230,2,1100,6
6230,3,450,12
6230,3,600,10
6230,3,650,10
6230,3,940,8
6230,3,1100,8
6240,0.1,450,2
6240,0.1,600,2
6240,0.1,650,2
6240,0.1,940,2
6240,0.1,1100,2
6240,0.5,450,4
6240,0.5,600,3.5
6240,0.5,650,3.5
6240,0.5,940,3
6240,0.5,1100,2.5
6240,0.9,450,6
6240,0.9,600,5
6240,0.9,650,5
6240,0.9,940,4
6240,0.9,1100,3.5
6240,1,450,6
6240,1,600,6
6240,1,650,5
6240,1,940,5
6240,1,1100,4
6240,2,450,10
6240,2,600,8
6240,2,650,8
6240,2,940,6
6240,2,1100,6
6240,3,450,12
6240,3,600,10
6240,3,650,10
6240,3,940,8
6240,3,1100,8
6250,0.1,450,2
6250,0.1,600,2
6250,0.1,650,2
6250,0.1,940,2
6250,0.1,1100,2
6250,0.5,450,4
6250,0.5,600,3.5
6250,0.5,650,3.5
6250,0.5,940,3
6250,0.5,1100,2.5
6250,0.9,450,6
6250,0.9,600,5
6250,0.9,650,5
6250,0.9,940,4
6250,0.9,1100,3.5
6250,1,450,6
6250,1,600,6
6250,1,650,5
6250,1,940,5
6250,1,1100,4
6250,2,450,10
6250,2,600,8
6250,2,650,8
6250,2,940,6
6250,2,1100,6
6250,3,450,12
6250,3,600,10
6250,3,650,10
6250,3,940,8
6250,3,1100,8
6260,0.1,450,2
6260,0.1,600,2
6260,0.1,650,2
6260,0.1,940,2
6260,0.1,1100,2
6260,0.5,450,4
6260,0.5,600,3.5
6260,0.5,650,3.5
6260,0.5,940,3
6260,0.5,1100,2.5
6260,0.9,450,6
6260,0.9,600,5
6260,0.9,650,5
6260,0.9,940,4
6260,0.9,1100,3.5
6260,1,450,6
6260,1,600,6
6260,1,650,5
6260,1,940,5
6260,1,1100,4
6260,2,450,10
6260,2,600,8
6260,2,650,8
6260,2,940,6
6260,2,1100,6
6260,3,450,12
6260,3,600,10
6260,3,650,10
6260,3,940,8
6260,3,1100,8
6270,0.1,450,2
6270,0.1,600,2
6270,0.1,650,2
6270,0.1,940,2
6270,0.1,1100,2
6270,0.5,450,4
6270,0.5,600,3.5
6270,0.5,650,3.5
6270,0.5,940,3
6270,0.5,1100,2.5
6270,0.9,450,6
6270,0.9,600,5
6270,0.9,650,5
6270,0.9,940,4
6270,0.9,1100,3.5
6270,1,450,6
6270,1,600,6
6270,1,650,5
6270,1,940,5
6270,1,1100,4
6270,2,450,10
6270,2,600,8
6270,2,650,8
6270,2,940,6
6270,2,1100,6
6270,3,450,12
6270,3,600,10
6270,3,650,10
6270,3,940,8
6270,3,1100,8
6280,0.1,450,2
6280,0.1,600,2
6280,0.1,650,2
6280,0.1,940,2
6280,0.1,1100,2
6280,0.5,450,4
6280,0.5,600,3.5
6280,0.5,650,3.5
6280,0.5,940,3
6280,0.5,1100,2.5
6280,0.9,450,6
6280,0.9,600,5
6280,0.9,650,5
6280,0.9,940,4
6280,0.9,1100,3.5
6280,1,450,6
6280,1,600,6
6280,1,650,5
6280,1,940,5
6280,1,1100,4
6280,2,450,10
6280,2,600,8
6280,2,650,8
6280,2,940,6
6280,2,1100,6
6280,3,450,12
6280,3,600,10
6280,3,650,10
6280,3,940,8
6280,3,1100,8
6290,0.1,450,2
6290,0.1,600,2
6290,0.1,650,2
6290,0.1,940,2
6290,0.1,1100,2
6290,0.5,450,4
6290,0.5,600,3.5
6290,0.5,650,3.5
6290,0.5,940,3
6290,0.5,1100,2.5
6290,0.9,450,6
6290,0.9,600,5
6290,0.9,650,5
6290,0.9,940,4
6290,0.9,1100,3.5
6290,1,450,6
6290,1,600,6
6290,1,650,5
6290,1,940,5
6290,1,1100,4
6290,2,450,10
6290,2,600,8
6290,2,650,8
6290,2,940,6
